DISCIPLINE,00000000-0000-0000-0000-000000000000,Combined
CHAPTER,d7dff36f-7201-4d37-a4d6-b62e07fab910,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,00000000-0000-0000-0000-000000000000
CHAPTER,e925c9bc-bf05-40b4-b0a3-e563c243116d,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,00000000-0000-0000-0000-000000000000
CHAPTER,8d19825f-8c92-4012-af72-6c805ead4fcb,Course Information,3,,00000000-0000-0000-0000-000000000000
CHAPTER,c5232c99-1f50-45be-892d-774150ca4fb2,Range Equipment,4,,00000000-0000-0000-0000-000000000000
CHAPTER,85e99bbf-42f9-4e23-87f1-e0ccbc4ee0a6,Competitor Equipment,5,,00000000-0000-0000-0000-000000000000
CHAPTER,409eb8b2-7f9c-4ca2-b171-5b43b801881a,Match Structure,6,,00000000-0000-0000-0000-000000000000
CHAPTER,0860c5e2-d755-4c77-8866-9b31f15e1998,Match Management,7,,00000000-0000-0000-0000-000000000000
CHAPTER,6b6cdf89-79d9-4307-8e41-8e4673d4ef8b,The Course of Fire,8,,00000000-0000-0000-0000-000000000000
CHAPTER,b5ae926f-e6b9-4e48-8edd-9a977b4279c8,Scoring,9,,00000000-0000-0000-0000-000000000000
CHAPTER,08e8bb50-d456-420f-af24-34c5b92b10a6,Penalties and Disqualifications,10,,00000000-0000-0000-0000-000000000000
CHAPTER,74f7cf55-6892-45b2-829c-7aab1ed33225,Arbitration and Interpretation of Rules,11,,00000000-0000-0000-0000-000000000000
CHAPTER,1cdda85a-5f33-40b7-bc6a-5641ee46ab02,Miscellaneous Matters,12,,00000000-0000-0000-0000-000000000000
SUBRULE,1a2ee478-d2c7-41c7-957a-0135106638aa,,2.4.3.1,Casing~ uncasing~ and holstering unloaded firearms.,005e5e72-756a-4d18-be9a-92f99e925e8e,00000000-0000-0000-0000-000000000000
SUBRULE,82f1e478-4fd2-4f4c-8235-ae4cb7e31784,,2.4.3.2,Practice the mounting~ drawing~ dry firing and re-holstering of unloaded firearms.,005e5e72-756a-4d18-be9a-92f99e925e8e,00000000-0000-0000-0000-000000000000
SUBRULE,3adf8bc7-6e20-423e-9a0f-27000b6327f5,,2.4.3.3,Practice the insertion and removal of empty magazines and/or to cycle the action of a firearm.,005e5e72-756a-4d18-be9a-92f99e925e8e,00000000-0000-0000-0000-000000000000
SUBRULE,d5052954-f6a5-4468-8df3-f13ec48248b4,,2.4.3.4,Conduct inspections~ stripping~ cleaning~ repairs and maintenance of firearms~ component parts and other accessories.,005e5e72-756a-4d18-be9a-92f99e925e8e,00000000-0000-0000-0000-000000000000
SUBRULE,53022345-6561-48a5-b7e9-85d1e93acf0a, (ActionAir only),4.1.1.1,If one or more targets at a match fail to comply exactly with the stated specifications~ and if replacement targets of the correct specifications are unavailable~ the Range Master must decide whether or not the variance is acceptable for that match~ and which provisions of Section 2.3 of these rules will apply~ if any. However~ the Range Master's decision will only affect the match in progress~ and will not serve as a precedent for future matches held at the same location~ or for any subsequent use of the subject targets at another match.,bc2b147d-eb3e-4878-992f-8a94605222c5,00000000-0000-0000-0000-000000000000
SUBRULE,61f2fab0-98f3-442b-af9d-f0cab1474d32, (ActionAir only),4.1.1.2,There are two sizes of poppers approved for use in IPSC Action Air matches (see Appendix C). IPSC Action Air Mini Poppers are used to simulate IPSC Action Air Poppers placed at greater distances. The following types and sizes of targets may be included together in the same target array: <br><br>- Action Air Targets and Action Air Poppers; or <br><br>- Action Air Targets and Action Air Mini Poppers. The following types and sizes of targets must not be included together in the same target array: <br><br>- Action Air Poppers and Action Air Mini Poppers.,bc2b147d-eb3e-4878-992f-8a94605222c5,00000000-0000-0000-0000-000000000000
SUBRULE,b941f7de-7533-4725-9e0d-253bf4155a12, (ActionAir only),4.1.2.1,The scoring area of the IPSC Action Air Target must be tan colored~ except where the Range Master deems that a lack of contrast with the surrounding area or background necessitates that a different color be used.,114e9526-6d92-4c50-b9b7-525407f303bf,00000000-0000-0000-0000-000000000000
SUBRULE,d4598dd0-4e90-452d-b2c4-7452d95899a5, (ActionAir only),4.1.2.2,The entire front of scoring rigid targets may be presented in their manufactured color or be painted a single color~ preferably white.,114e9526-6d92-4c50-b9b7-525407f303bf,00000000-0000-0000-0000-000000000000
SUBRULE,f10f45a8-1831-49cc-9077-a43612c3584b, (Handgun | Shotgun | Rifle | PCC only),4.1.2.1,The scoring area of the IPSC Target and Mini Target must be tan colored~ except where the Range Master deems that a lack of contrast with the surrounding area or background necessitates that a different color be used.,114e9526-6d92-4c50-b9b7-525407f303bf,00000000-0000-0000-0000-000000000000
SUBRULE,b999cab7-c972-4819-bbea-3f410b499a34, (Handgun only),4.1.2.2,The entire front of scoring metal targets must be painted a single color~ preferably white.,114e9526-6d92-4c50-b9b7-525407f303bf,00000000-0000-0000-0000-000000000000
SUBRULE,ee573ca7-91db-4669-bf33-0dceee829573, (Shotgun only),4.1.2.2,The entire front of scoring metal targets may either be painted a single color~ preferably white~ or may be unpainted.,114e9526-6d92-4c50-b9b7-525407f303bf,00000000-0000-0000-0000-000000000000
SUBRULE,550635cb-a3cd-45db-9790-93b8c2a25cb8, (Rifle | MiniRifle | PCC only),4.1.2.2,The entire front of scoring metal or other non-paper targets must be painted a single color~ preferably white.,114e9526-6d92-4c50-b9b7-525407f303bf,00000000-0000-0000-0000-000000000000
SUBRULE,43148cb3-c830-41c6-8019-8ada7de38317, (MiniRifle only),4.1.2.1,The scoring area of the IPSC Target~ Mini Target and Micro Target must be tan colored~ except where the Range Master deems that a lack of contrast with the surrounding area or background necessitates that a different color be used.,114e9526-6d92-4c50-b9b7-525407f303bf,00000000-0000-0000-0000-000000000000
SUBRULE,015814e9-8173-47be-88cd-1a7eae32486a, (ActionAir | Handgun | Rifle | MiniRifle | PCC only),4.1.4.1,Cover provided to hide all or a portion of a target will be considered hard cover. When possible hard cover should not be simulated but constructed using impenetrable materials (see Rule 2.1.3). Whole paper targets must not be used solely as hard cover.,100f41a9-cf8c-49d7-b527-9e9e3c5568a6,00000000-0000-0000-0000-000000000000
SUBRULE,dd4e35fa-c097-4116-8555-d7abb483b528, (ActionAir | Handgun | Rifle | MiniRifle | PCC only),4.1.4.2,Cover provided merely to obscure targets is considered soft cover. Shots which have passed through soft cover and which strike a scoring target will score. Shots that have passed through soft cover before hitting a no-shoot will be penalized. All scoring zones on targets obscured by soft cover must be left wholly intact. Targets obscured by soft cover must either be visible through the soft cover or at least a portion of the affected target(s) must be visible from around the soft cover.,100f41a9-cf8c-49d7-b527-9e9e3c5568a6,00000000-0000-0000-0000-000000000000
SUBRULE,bf8c6adc-9c98-4300-956a-72152b61a767, (Handgun only),4.1.1.1,If one or more targets at a match fail to comply exactly with the stated specifications~ and if replacement targets of the correct specifications are unavailable~ the Range Master must decide whether or not the variance is acceptable for that match~ and which provisions of Section 2.3 of these rules will apply~ if any. However~ the Range Master's decision will only affect the match in progress~ and will not serve as a precedent for future matches held at the same location~ or for any subsequent use of the subject targets at another match.,ebce2810-f298-4362-b785-1cf357f31ab1,00000000-0000-0000-0000-000000000000
SUBRULE,f23992b1-de2b-4438-b6f0-ea48096c5601, (Handgun only),4.1.1.2,There are two sizes of paper targets and poppers approved for use in IPSC matches (see Appendices B and C). IPSC Mini Targets and Mini Poppers are used to simulate IPSC Targets and Poppers placed at greater distances. The following types and sizes of targets may be included together in the same target array:,ebce2810-f298-4362-b785-1cf357f31ab1,00000000-0000-0000-0000-000000000000
SUBRULE,40359d8d-e640-4b86-bff6-cc702b46deaa, (Shotgun only),4.1.1.1,If one or more targets at a match fail to comply exactly with the stated specifications~ and if replacement targets of the correct specifications are unavailable~ the Range Master must decide whether or not the variance is acceptable for that match~ and which provisions of Section 2.3 of these rules will apply~ if any. However~ the Range Master's decision will only affect the match in progress~ and will not serve as a precedent for future matches held at the same location~ or for any subsequent use of the subject targets at another match.,85e1fc47-250e-4ea4-ab44-65c4f47987d8,00000000-0000-0000-0000-000000000000
SUBRULE,ea8697d7-a7dd-4323-93c3-10e2a1a85fb7, (Shotgun only),4.1.1.2,There are two sizes of paper targets and poppers approved for use in IPSC matches (see Appendices B and C). IPSC Mini Targets and Mini Poppers are used to simulate IPSC Targets and Poppers placed at greater distances. The following types and sizes of targets may be included together in the same target array:,85e1fc47-250e-4ea4-ab44-65c4f47987d8,00000000-0000-0000-0000-000000000000
SUBRULE,c81f713a-3d7d-472a-9295-5eb956b3b9af, (Shotgun only),4.1.4.1,Cover provided to hide all or a portion of a target will be considered hard cover. When possible hard cover should not be simulated but constructed using impenetrable materials (see Rule 2.1.3). Whole paper targets must not be used solely as hard cover.,f131ffc5-8a2d-4735-936f-261ee5e7d682,00000000-0000-0000-0000-000000000000
SUBRULE,6c80d472-7ca3-4ae8-b967-0d375fe75968, (Rifle only),4.1.1.1,If one or more targets at a match fail to comply exactly with the stated specifications~ and if replacement targets of the correct specifications are unavailable~ the Range Master must decide whether or not the variance is acceptable for that match~ and which provisions of Section 2.3 of these rules will apply~ if any. However~ the Range Master's decision will only affect the match in progress~ and will not serve as a precedent for future matches held at the same location~ or for any subsequent use of the subject targets at another match.,a0c952f2-9051-4275-8456-9cd924cb8031,00000000-0000-0000-0000-000000000000
SUBRULE,4fcf7a52-c2b1-46b5-b1bd-22fb66d83206, (Rifle only),4.1.1.2,There are two sizes of paper targets and poppers approved for use in IPSC matches (see Appendices B and C). IPSC Mini Targets and Mini Poppers are used to simulate IPSC Targets and Poppers placed at greater distances. The following types and sizes of targets may be included together in the same target array:,a0c952f2-9051-4275-8456-9cd924cb8031,00000000-0000-0000-0000-000000000000
SUBRULE,6cd2ff06-e32a-44d0-8510-3c8938986c64, (MiniRifle only),4.1.1.1,If one or more targets at a match fail to comply exactly with the stated specifications~ and if replacement targets of the correct specifications are unavailable~ the Range Master must decide whether or not the variance is acceptable for that match~ and which provisions of Section 2.3 of these rules will apply~ if any. However~ the Range Master's decision will only affect the match in progress~ and will not serve as a precedent for future matches held at the same location~ or for any subsequent use of the subject targets at another match.,12757c18-3d72-4cbc-8a2f-6a77f3ed425c,00000000-0000-0000-0000-000000000000
SUBRULE,4eeca591-c49d-4036-8e04-5c3f4adb8467, (MiniRifle only),4.1.1.2,There are three sizes of paper targets and two sizes of poppers approved for use in IPSC Mini Rifle matches (see Appendices B and C). IPSC Mini Targets~ Micro Targets and Mini Poppers are used to simulate IPSC Targets and Poppers placed at greater distances. The following types and sizes of targets may be included together in the same target array:,12757c18-3d72-4cbc-8a2f-6a77f3ed425c,00000000-0000-0000-0000-000000000000
SUBRULE,95128f31-2f02-4579-bed8-1fd0942f0a44, (PCC only),4.1.1.1,If one or more targets at a match fail to comply exactly with the stated specifications~ and if replacement targets of the correct specifications are unavailable~ the Range Master must decide whether or not the variance is acceptable for that match~ and which provisions of Section 2.3 of these rules will apply~ if any. However~ the Range Master's decision will only affect the match in progress~ and will not serve as a precedent for future matches held at the same location~ or for any subsequent use of the subject targets at another match.,449d683a-f1e0-4fd0-a58d-38a82ac51246,00000000-0000-0000-0000-000000000000
SUBRULE,68630711-36fd-4b57-9bf1-aec59a7344c5, (PCC only),4.1.1.2,There are two sizes of paper targets and poppers approved for use in IPSC matches (see Appendices B and C). IPSC Mini Targets and Mini Poppers are used to simulate IPSC Targets and Poppers placed at greater distances. The following types and sizes of targets may be included together in the same target array:,449d683a-f1e0-4fd0-a58d-38a82ac51246,00000000-0000-0000-0000-000000000000
SUBRULE,272f3036-aca5-4f91-819c-243af34022c7, (ActionAir only),4.2.2.1,The front of paper no-shoots must include a sufficiently distinguishable non-scoring border. In the absence of perforations or other suitable markings~ the Range Master must ensure that all affected no-shoots have a replacement 0.3 cm non-scoring border drawn or fitted thereon.,2c3d7a2f-b50e-4032-afeb-6f8a01751bce,00000000-0000-0000-0000-000000000000
SUBRULE,f372e6b4-eab5-47a2-8b21-85bfa0f6695c, (ActionAir only),4.2.3.1,By actually hiding a portion of the target (see Rule 4.1.4.1); or,c3da5206-f817-4f1e-b15c-2a11cc295fed,00000000-0000-0000-0000-000000000000
SUBRULE,d64b7fbf-79f0-406a-963c-3809562440b6, (ActionAir only),4.2.3.2,By physically cutting targets from edge to edge to remove the portion deemed to be hidden by hard cover. Such targets must be fitted with a replacement 0.3 cm non-scoring border~ which must extend the full width of the edge of the cut scoring area (see Rule 4.2.2); or,c3da5206-f817-4f1e-b15c-2a11cc295fed,00000000-0000-0000-0000-000000000000
SUBRULE,82a78398-f169-4078-a330-8bd62ad74a55, (ActionAir only),4.2.3.3,By painting or taping with a sharply defined boundary the portion of the target deemed to be hidden by hard cover with a single and visibly contrasting color.,c3da5206-f817-4f1e-b15c-2a11cc295fed,00000000-0000-0000-0000-000000000000
SUBRULE,3dd6e2af-2c90-48da-9a0a-a07c15bb6f99, (ActionAir only),4.2.3.4,When paper targets are partially hidden~ physically cut~ painted and/or taped~ at least a portion of all scoring zones must remain visible.,c3da5206-f817-4f1e-b15c-2a11cc295fed,00000000-0000-0000-0000-000000000000
SUBRULE,d1de7c16-cda8-4f74-9328-ad633f961563, (ActionAir only),4.3.1.1,Rigid targets and no-shoots which can accidentally turn edge-on or sideways when hit are expressly prohibited. Using them may result in withdrawal of IPSC sanction.,8bb11556-500a-48ef-a280-8de45205ef57,00000000-0000-0000-0000-000000000000
SUBRULE,6bf18684-d426-4bc6-9131-958786dd7dcc, (ActionAir only),4.3.1.2,Rigid targets and no-shoots which a Range Officer deems have fallen or overturned due to being hit on the apparatus supporting them~ or for any other accidental reason (e.g. wind action~ a ricochet~ etc.)~ will be treated as range equipment failure (see Rule 4.6.1).,8bb11556-500a-48ef-a280-8de45205ef57,00000000-0000-0000-0000-000000000000
SUBRULE,7cb81b41-927a-429f-8719-fc2104f47490, (ActionAir only),4.3.1.3,Rigid targets and no-shoots do not have a non-scoring border.,8bb11556-500a-48ef-a280-8de45205ef57,00000000-0000-0000-0000-000000000000
SUBRULE,3279a034-9d1b-4d54-bbcd-0ea75ea2b72d, (ActionAir only),4.3.1.4,Rigid targets and no-shoots must be shot and fall~ overturn or self-indicate to score.,8bb11556-500a-48ef-a280-8de45205ef57,00000000-0000-0000-0000-000000000000
SUBRULE,92ed84f7-012c-428e-ae92-95181672f4bd, (ActionAir only),4.3.2.1,IPSC Action Air Poppers and IPSC Action Air Mini Poppers are both approved rigid targets designed to recognize power~ and must be calibrated as specified in Appendix C1.,8c6bd81a-ca98-481f-8f86-2e743ddc3f9e,00000000-0000-0000-0000-000000000000
SUBRULE,7439e39e-5855-46e2-ab19-e416c1cd9529, (ActionAir only),4.3.3.1,For the sake of consistent time recording of the end of a competitor�s attempt at a COF~ the use of a Stop Plate~ complying with the specifications in Appendix C3~ is recommended. Stop Plates must be clearly distinguishable from regular plates and they are subject to sensitivity calibration (see Appendix C1). Stop Plates are non-scoring.,5f9aa7db-bac1-4b01-8b14-81a6d50c6af9,00000000-0000-0000-0000-000000000000
SUBRULE,1a453783-0547-485d-a591-4b017e462a23, (ActionAir only),4.3.3.2,Stop Plates do not recognize power and~ with the exception of sensitivity calibration~ are not subject to calibration or calibration challenges. If a Stop Plate has been adequately and directly hit (i.e. with a full projectile diameter) but it fails to self-indicate~ a Range Officer may declare range equipment failure and order the competitor to reshoot the course of fire~ after the faulty Stop Plate has been rectified.,5f9aa7db-bac1-4b01-8b14-81a6d50c6af9,00000000-0000-0000-0000-000000000000
SUBRULE,a36adf16-4a87-446f-bd5e-21110667b52f, (ActionAir only),4.3.3.3,Stop Plates which fail to self-indicate when initially hit~ but which self-indicate when hit with a subsequent shot~ are not subject to a reshoot.,5f9aa7db-bac1-4b01-8b14-81a6d50c6af9,00000000-0000-0000-0000-000000000000
SUBRULE,a6e0f0a6-ee6a-433a-9d29-9f37a58f1cfc, (ActionAir only),4.3.3.4,Falling plates~ not less than 10 centimeters square or in diameter~ may be used (see Appendix C3).,5f9aa7db-bac1-4b01-8b14-81a6d50c6af9,00000000-0000-0000-0000-000000000000
