DISCIPLINE,9a343f59-e142-4d31-b0d2-c6be6925a106,ActionAir
CHAPTER,8563f3dd-787b-42e6-ae77-e3ee2dbd93ef,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,02ef8e05-c41b-4012-b579-713b87e198ba,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,8af0bcd7-f99e-4856-9e50-f3ec7ec296ed,Course Information,3,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,91e69ce1-bc0d-49be-8f26-48fbe81a584e,Range Equipment,4,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,687755c6-7542-4ec3-9cec-273f1e645f1d,Competitor Equipment,5,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,0c9fe70a-275c-415d-abdb-bc4ff0a81096,Match Structure,6,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,38c96a8a-89bf-453d-8cca-a12fc28c11d2,Match Management,7,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,feb1fc5f-e176-4be6-8280-183cb3752e62,The Course of Fire,8,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,88db1f00-ca62-4449-89d4-bf2f291cdc34,Scoring,9,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,5cdb76ee-e7cb-4667-addf-71f34186a872,Penalties and Disqualifications,10,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,fe536705-5d38-4e99-b75e-f5e9638efb5d,Arbitration and Interpretation of Rules,11,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,01b3528a-7163-4745-ab14-654f99b672a7,Miscellaneous Matters,12,,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,729152e5-7264-4303-8bb0-70978f2ab842,Appeals,11.1.3,The Range Officer makes decisions initially. If the appellant disagrees with a decision~ the Chief Range Officer for the stage or area in question should be asked to rule. If a disagreement still exists~ the Range Master must be asked to rule.,5059042f-1895-4a6a-9f06-013d10d870ca,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,3d82bb05-10f7-4938-9aa5-7f5ddbbe1ab4,Appeal to Committee,11.1.4,Should the appellant continue to disagree with the decision he may appeal to the Arbitration Committee by submitting a first party appeal.,5059042f-1895-4a6a-9f06-013d10d870ca,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,6d77f62a-a8b2-4464-8b9a-06f5cc026225,Retain Evidence,11.1.5,An appellant is required to inform the Range Master of his wish to present his appeal to the Arbitration Committee and may request that the officials retain any and all relevant documentary or other evidence pending the hearing. Audio and/or video recordings may be accepted as evidence.,5059042f-1895-4a6a-9f06-013d10d870ca,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,0e9ab0cb-2f81-48f2-a2b8-c8276d68a49e,Preparing the Appeal,11.1.6,The appellant is responsible for the preparation and delivery of the written submission~ together with the appropriate fee. Both must be submitted to the Range Master within the specified period of time.,5059042f-1895-4a6a-9f06-013d10d870ca,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,41e74946-eabc-4bd6-aa43-58b9ccf16cec,,11.1.7,Match Official�s Duty � Any Match Official in receipt of a request for arbitration must~ without delay~ inform the Range Master and must note the identities of all witnesses and officials involved and pass this information on to the Range Master.,5059042f-1895-4a6a-9f06-013d10d870ca,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,93f5602b-abf9-422c-865c-10230dc5b925,,11.1.8,Match Director�s Duty � Upon receiving the appeal from the Range Master~ the Match Director must convene the Arbitration Committee in a place of privacy as soon as possible.,5059042f-1895-4a6a-9f06-013d10d870ca,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,afe2a819-65aa-496b-a72a-035f41012221,,11.1.9,Arbitration Committee�s Duty � The Arbitration Committee is bound to observe and apply the current IPSC Rules and to deliver a decision consistent with those rules. Where rules require interpretation or where an incident is not specifically covered by the rules~ the Arbitration Committee will use their best judgment in the spirit of the rules.,5059042f-1895-4a6a-9f06-013d10d870ca,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,92c55c62-02d5-4a28-b958-ab100a9e4f83,Level III or Higher Matches,11.2.1,The composition of the Arbitration Committee will be subject to the following rules:,10ca6598-b1f0-4555-a5f0-f8f1825fd9e3,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,0b120279-0bfa-4b29-858c-e13d220c3596,Level I and II Matches,11.2.2,The Match Director can appoint an Arbitration Committee of three experienced persons who are not parties to the appeal and who do not have a direct conflict of interest in the outcome of the appeal. The arbitrators should be certified Match Officials if possible. All committee members will vote. The senior Match Official~ or the senior person if there are no Match Officials~ will be the chairman.,10ca6598-b1f0-4555-a5f0-f8f1825fd9e3,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,d7e0c0f8-c744-4a44-ba02-899346425804,,11.3.1,Time Limit for Appeal to Arbitration � Written appeals to arbitration must be submitted to the Range Master on the appropriate form~ accompanied by the applicable fee~ within one hour of the time of the disputed call as recorded by Match Officials. Failure to comply will render the appeal invalid~ and no further action will be taken. The Range Master must~ on the appeal form~ immediately record the time and date he received the appeal.,032130e9-80d2-4ae5-a7f0-87904e57f693,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,3e35ca9a-296c-4582-b69f-a145edbe2521,,11.3.2,Decision Time Limit � The Committee must reach a decision within 24 hours of the request for arbitration or before the results have been declared final by the Match Director~ whichever comes first. If the Committee fails to render a decision within the prescribed period~ both a first and third party appellant (see Rule 11.7.1) will automatically succeed in their appeal~ and the fee will be returned.,032130e9-80d2-4ae5-a7f0-87904e57f693,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,cf8717a5-7ec7-4ff0-ba95-39c9e7580072,,11.4.1,Amount � For Level III or higher matches~ the appeal fee to enable an appellant to appeal to arbitration will be US$100.00 or the equivalent of the maximum individual match entry fee (whichever is lower)~ in local currency. The appeal fee for other matches may be set by the Match Organizers~ but must not exceed US$100 or equivalent in local currency. An appeal brought by the Range Master in respect of a match issue will not incur a fee.,128c40dc-76a2-46c8-8d67-64f70225f32d,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,db27fc40-89d4-47a7-b744-315f2df6541f,,11.4.2,Disbursement � If the Committee's decision is to uphold the appeal~ the fee paid will be returned. If the Committee's decision is to deny the appeal~ the appeal fee and the decision must be forwarded to the Regional or National Range Officers Institute (RROI or NROI) in respect of Level I and II matches~ and to the International Range Officers Association (IROA) in respect of Level III and higher matches.,128c40dc-76a2-46c8-8d67-64f70225f32d,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,3068ca3e-72a0-4376-bba1-b2a2985b06b0,,11.5.1,Committee�s Duty and Procedure � The Committee will study the written submission and retain on behalf of the organizers the monies paid by the appellant until a decision has been reached.,df4d9033-417e-4232-a10f-46bf22f39d5d,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,46fe4b70-ea8e-4f1c-a170-9bff3e3a27ae,,11.5.2,Submissions � The Committee may require the appellant to personally give further details of the submission and may question him on any point relevant to the appeal.,df4d9033-417e-4232-a10f-46bf22f39d5d,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,5f4587a7-9af2-4c24-ab1c-8f05bec9ce8c,,11.5.3,Hearing � The appellant may be asked to withdraw while the Committee hears further evidence.,df4d9033-417e-4232-a10f-46bf22f39d5d,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,50304817-f6a5-4650-9791-f97af5f55728,,11.5.4,Witnesses � The Committee may hear Match Officials as well as any other witnesses involved in the appeal. The Committee will examine all evidence submitted.,df4d9033-417e-4232-a10f-46bf22f39d5d,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,82dd32e6-a8d0-4f51-9808-8d03ed0a4ac2,,11.5.5,Questions � The Committee may question witnesses and officials on any point relevant to the appeal.,df4d9033-417e-4232-a10f-46bf22f39d5d,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,3a2337b7-5b39-48a4-aed5-ebdc3a3ca6e1,,11.5.6,Opinions � Committee members will refrain from expressing any opinion or verdict while an appeal is in progress.,df4d9033-417e-4232-a10f-46bf22f39d5d,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,1a23b788-f35e-413a-afd6-cd5af4b53408,,11.5.7,Inspect Area � The Committee may inspect any range or area related to the appeal and require any person or official they regard as useful to the process to accompany them.,df4d9033-417e-4232-a10f-46bf22f39d5d,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,63b68068-dace-4286-a925-bd6cbbafdcef,,11.5.8,Undue Influence � Any person attempting to influence the members of the Committee in any way other than evidence may be subject to disciplinary action at the discretion of the Arbitration Committee.,df4d9033-417e-4232-a10f-46bf22f39d5d,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,3c4b3528-3494-4532-b2fe-15def2d77031,,11.5.9,Deliberation � When the Committee is satisfied that they are in possession of all information and evidence relevant to the appeal~ they will deliberate privately and will reach their decision by majority vote.,df4d9033-417e-4232-a10f-46bf22f39d5d,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,67292b1e-6d2f-44bf-b5a3-134fda304852,,11.6.1,Committee Decision � When a decision is reached by the Committee~ they will summon the appellant~ the official and the Range Master to present their judgment.,bdaa4d3c-3626-4f91-a79d-dee8a0e52c7f,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,c836ea62-a45e-43e5-8b6e-1418d7b6c372,,11.6.2,Implement Decision � It will be the responsibility of the Range Master to implement the Committee�s decision. The Range Master will post the decision in a place available to all competitors. The decision is not retroactive and will not affect any incidents prior to the decision.,bdaa4d3c-3626-4f91-a79d-dee8a0e52c7f,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,81e6f907-445f-4b7e-9941-7b20c99a728f,,11.6.3,Decision is Final � The decision of the Committee is final and may not be appealed unless~ in the opinion of the Range Master~ new evidence received after the decision~ but before the results have been declared final by the Match Director~ warrants reconsideration.,bdaa4d3c-3626-4f91-a79d-dee8a0e52c7f,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,02411532-3414-483d-bcb6-8c0b708b22b7,,11.6.4,Minutes � Decisions of the Arbitration Committee will be recorded and will provide precedent for any similar and subsequent incident during that match.,bdaa4d3c-3626-4f91-a79d-dee8a0e52c7f,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,0e0e9967-8741-4070-afb0-efbd242d31c4,,11.7.1,Appeals may also be submitted by other persons on a "third party appeal" basis. In such cases~ all provisions of this Chapter will otherwise remain in force.,92a5cc31-44ee-4648-b130-e81fa2482c73,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,9df479f3-e017-41c2-bb0a-8d669b8f084f,,11.8.1,Interpretation of these rules and regulations is the responsibility of the IPSC Executive Council.,39ffdeb3-863c-4829-a64e-48df2ba22b1b,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,a4437f0c-6f77-4548-8aac-21c1d366e2cd,,11.8.2,Persons seeking clarification of any rule are required to submit their questions in writing~ either by fax~ letter or email to IPSC headquarters.,39ffdeb3-863c-4829-a64e-48df2ba22b1b,9a343f59-e142-4d31-b0d2-c6be6925a106
RULE,be65d2d1-04d4-4abd-8615-e5561a9ab15b,,11.8.3,All rule interpretations published on the IPSC website will be deemed to be precedents and will be applied to all IPSC sanctioned matches commencing on or after 7 days from the date of publication. All such interpretations are subject to ratification or modification at the next IPSC Assembly.,39ffdeb3-863c-4829-a64e-48df2ba22b1b,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,bc7ee3c1-cb5b-43d1-9a19-6a5d3850583f,,1.1.5.1,Level I and Level II matches are not required to comply strictly with the freestyle requirements or projectile count limitations (see Section 1.2).,58693c89-063a-40a7-bab6-d049a8e4c97d,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,913861ce-6cba-466b-bcfa-b202a68fc4c4,,1.1.5.2,Short Courses and Classifiers may include mandatory reloads and may dictate a shooting position~ location and/or stance. When a mandatory reload is required~ it must be completed after the competitor shoots at his first target~ and before he shoots at his final target. Violations are subject to one procedural penalty.,58693c89-063a-40a7-bab6-d049a8e4c97d,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,f94f3c8e-7f18-4c48-8ac7-a17919f0ed6f,,1.1.5.3,General Courses and Classifiers may specify shooting strong hand or weak hand only without the need to enforce compliance using physical means (e.g. hook-and-loop fasteners etc.). The specified hand must be used exclusively from the point stipulated for the remainder of the stage.,58693c89-063a-40a7-bab6-d049a8e4c97d,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,dc71cc14-4b9c-4392-b39a-07cdb475511a,,1.1.5.4,If a written stage briefing specifies strong or weak hand only~ Rule 10.2.8 will apply. If a competitor is merely required to carry~ retain or grasp an object during his attempt at a course of fire~ Rule 10.2.2 will apply.,58693c89-063a-40a7-bab6-d049a8e4c97d,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,29e234de-2569-4ccf-80a2-db6d95080700,,1.1.5.5,Course Designers may give competitors freedom to await the Start Signal anywhere within the boundaries of a well demarcated firing zone.,58693c89-063a-40a7-bab6-d049a8e4c97d,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,822802ec-1b48-4151-ae4a-c73a94b6a907,Short Courses,1.2.1.1,Must not require more than 12 projectiles to complete. Course design and construction must not require more than 9 scoring hits from any single location or view.,e0abf76a-17bf-470c-9798-22dbc389cb9b,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,e368d65b-243e-4ff0-bfcb-679d596b61b1,Medium Courses,1.2.1.2,Must not require more than 24 projectiles to complete. Course design and construction must not require more than 9 scoring hits from any single location or view~ nor allow a competitor to shoot all targets in the course of fire from any single location or view.,e0abf76a-17bf-470c-9798-22dbc389cb9b,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,236ed5d3-eee5-458a-98e3-aa660a13f5ea,Long Courses,1.2.1.3,Must not require more than 32 projectiles to complete. Course design and construction must not require more than 9 scoring hits from any single location or view~ nor allow a competitor to shoot all targets in the course of fire from any single location or view.,e0abf76a-17bf-470c-9798-22dbc389cb9b,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,a8e9796f-30ae-4e83-81a3-9140fa277a41,,1.2.1.4,The approved balance for an IPSC sanctioned match is a ratio of 3 Short Courses to 2 Medium Courses to 1 Long Course (see Approved Stage Ratios in Appendix A4).,e0abf76a-17bf-470c-9798-22dbc389cb9b,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,3f14364d-ed0a-44fc-afbd-a7654b0609bb,,1.2.1.5,Empty chamber and/or empty magazine well/cylinder handgun ready conditions (see Chapter 8)~ should not be required for more than 25% of the courses of fire in a match.,e0abf76a-17bf-470c-9798-22dbc389cb9b,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,0e2715f4-666e-4d5c-b79d-5b1f48ded3f8,Classifiers,1.2.2.1,Courses of fire authorized by a Regional Director and/or IPSC~ which are available to competitors seeking a regional and/or international classification. Classifiers must be set up in accordance with these rules and be conducted strictly in accordance with the notes and diagrams accompanying them. Results must be submitted to the authorizing entity in the format required (with the applicable fees~ if any)~ in order for them to be recognized.,9d1b12ac-c8db-45d9-96bb-23cd2acc2ae0,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,e21778a8-06ed-451b-b6d3-90b84a5aeebb,,1.2.2.2,Shoot-Off � An event conducted separately from a match. Two eligible competitors simultaneously engage two identical and adjacent target arrays in a process of one or more elimination bouts (see Appendix A3). It is recommended that rigid targets be used~ and that the final target for each competitor is set so that it overlaps that of the other competitor when struck down~ with the winner being the competitor whose target is on the bottom. Each target array must not exceed 12 projectiles and each competitor must perform a mandatory reload after shooting at his first target~ and before he shoots at his final target. Violations are subject to automatic forfeiture of the bout.,9d1b12ac-c8db-45d9-96bb-23cd2acc2ae0,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,82048b66-04d3-4441-8566-0a7324430e82,,1.3.3.1,Contravenes the purpose or spirit of the principles of course design; or,a7c8c4fc-3bbb-4ee1-a88a-b53efb7962ab,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,25011455-d3df-4329-b834-9484d8f4528d,,1.3.3.2,Has been constructed at significant variance to the sanctioned design; or,a7c8c4fc-3bbb-4ee1-a88a-b53efb7962ab,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,4b145352-0eb3-41c7-9970-de73ed841de8,,1.3.3.3,Is in breach of any current IPSC Rules; or,a7c8c4fc-3bbb-4ee1-a88a-b53efb7962ab,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,0768b83e-3489-42fe-aff6-8662c4f4a7f5,,1.3.3.4,Is likely to bring the sport of IPSC shooting into disrepute; or,a7c8c4fc-3bbb-4ee1-a88a-b53efb7962ab,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,047f9171-836f-480c-b6bc-824e7faa852a,,1.3.3.5,If the provisions of Rule 6.5.1.1 have not been observed.,a7c8c4fc-3bbb-4ee1-a88a-b53efb7962ab,9a343f59-e142-4d31-b0d2-c6be6925a106
