DISCIPLINE,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0,Shotgun
CHAPTER,a522ef74-8f0a-4b4b-bc96-c2686648c948,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,d7eadec7-988c-41ea-bcd8-12eeba5062f9,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,4ee10809-42e9-44a7-b336-7aea1ea4ba68,Course Information,3,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,3525567f-1076-4514-ba19-f0b78c2c7650,Range Equipment,4,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,36e03673-8c72-4467-bdbd-fc2fd11f90d1,Competitor Equipment,5,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,22167b43-a0ec-4636-8d27-4fd082140bd8,Match Structure,6,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,92cfdc12-6b8c-42f9-a5ab-5e0132d330e0,Match Management,7,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,052d3107-1381-4ebc-9e5e-5fb45ed6074f,The Course of Fire,8,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,e59f5405-335f-4249-88ad-2ead96add2fd,Scoring,9,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,634b991c-2597-4d52-a8bf-e91540544366,Penalties and Disqualifications,10,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,54a6c27c-06c4-44a2-b503-64735c7fcebe,Arbitration and Interpretation of Rules,11,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,766fcc57-a446-4f58-ac29-3c60c90b27aa,Miscellaneous Matters,12,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,91c471ef-da1c-49d3-bb21-13bbc82c9d52,,10.7.3,Except when used for medicinal purposes~ competitors and officials at matches must not be affected by drugs (including alcohol) of any sort during matches. Any person~ who in the opinion of the Range Master is visibly under the influence of any of the items described herein~ will be disqualified from the match and may be required to leave the range.,b4840917-b827-49bb-acac-20dc20c6007b,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,b3ae1617-e178-4780-8a23-5b950888e287,,10.7.4,IPSC reserves the right to prohibit any general or specific substances and to introduce tests for the presence of these substances at any time (see separate IPSC Anti-Doping Rules).,b4840917-b827-49bb-acac-20dc20c6007b,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,fe949db3-12b6-4654-a3e2-47ea720b62db,Administration,11.1.1,Occasional disputes are inevitable in any competitive activity governed by rules. It is recognized that at the more significant match levels the outcome is much more important to the individual competitor. However~ effective match administration and planning will prevent most if not all disputes.,abd55393-2492-4080-85d6-311ef2b8d06a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,a091494b-51d6-439f-8aca-d6b3c9bd0b5d,Access,11.1.2,Appeals may be submitted to arbitration in accordance with the following rules for any matter except where specifically denied by another rule. Appeals arising from a disqualification for a safety infraction will only be accepted to determine whether exceptional circumstances warrant reconsideration of the disqualification. However~ the commission of the infraction as described by the Match Official is not subject to challenge or appeal.,abd55393-2492-4080-85d6-311ef2b8d06a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,f6c7cef1-4248-4a91-8367-b665152b939f,Appeals,11.1.3,The Range Officer makes decisions initially. If the appellant disagrees with a decision~ the Chief Range Officer for the stage or area in question should be asked to rule. If a disagreement still exists~ the Range Master must be asked to rule.,abd55393-2492-4080-85d6-311ef2b8d06a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,64c8dd2c-261d-4d8c-aba4-7e892b0b71ac,Appeal to Committee,11.1.4,Should the appellant continue to disagree with the decision he may appeal to the Arbitration Committee by submitting a first party appeal.,abd55393-2492-4080-85d6-311ef2b8d06a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,ccbe0fce-dd95-4f9e-b94e-80a1a3fee5e6,Retain Evidence,11.1.5,An appellant is required to inform the Range Master of his wish to present his appeal to the Arbitration Committee and may request that the officials retain any and all relevant documentary or other evidence pending the hearing. Audio and/or video recordings may be accepted as evidence.,abd55393-2492-4080-85d6-311ef2b8d06a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,aa2f3f8b-92a4-4ec0-806e-0645c8b91e17,Preparing the Appeal,11.1.6,The appellant is responsible for the preparation and delivery of the written submission~ together with the appropriate fee. Both must be submitted to the Range Master within the specified period of time.,abd55393-2492-4080-85d6-311ef2b8d06a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,bcbdc415-344f-4e0f-b1ac-597664ed12d8,,11.1.7,Match Official�s Duty � Any Match Official in receipt of a request for arbitration must~ without delay~ inform the Range Master and must note the identities of all witnesses and officials involved and pass this information on to the Range Master.,abd55393-2492-4080-85d6-311ef2b8d06a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,7453de75-9788-4685-ab95-91b834996d59,,11.1.8,Match Director�s Duty � Upon receiving the appeal from the Range Master~ the Match Director must convene the Arbitration Committee in a place of privacy as soon as possible.,abd55393-2492-4080-85d6-311ef2b8d06a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,ccfdfab2-5630-48ee-a196-4b33926470a5,,11.1.9,Arbitration Committee�s Duty � The Arbitration Committee is bound to observe and apply the current IPSC Rules and to deliver a decision consistent with those rules. Where rules require interpretation or where an incident is not specifically covered by the rules~ the Arbitration Committee will use their best judgment in the spirit of the rules.,abd55393-2492-4080-85d6-311ef2b8d06a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,8251b56b-1904-499d-a88c-ef5c9ce19320,Level III or Higher Matches,11.2.1,The composition of an Arbitration Committee will be subject to the following rules:,d98beec9-a42a-4cc1-be5e-465ec6bcaac9,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,fd660c49-4d29-458d-badc-3f72742cadaf,Level I and II Matches,11.2.2,The Match Director can appoint an Arbitration Committee of three experienced persons who are not parties to the appeal and who do not have a direct conflict of interest in the outcome of the appeal. The arbitrators should be certified Match Officials if possible. All committee members will vote. The senior Match Official~ or the senior person if there are no Match Officials~ will be the chairman.,d98beec9-a42a-4cc1-be5e-465ec6bcaac9,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,bcac6830-4867-4800-8c9b-55a7e0067fa8,,11.3.1,Time Limit for Appeal to Arbitration � Written appeals to arbitration must be submitted to the Range Master on the appropriate form~ accompanied by the applicable fee~ within one hour of the time of the disputed call as recorded by Match Officials. Failure to comply will render the appeal invalid~ and no further action will be taken. The Range Master must~ on the appeal form~ immediately record the time and date he received the appeal.,ee662416-c0cd-4561-a542-74916bc7eac1,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,6bf21e7d-eeb1-437c-b04e-8bdaec7f8510,,11.3.2,Decision Time Limit � The Committee must reach a decision within 24 hours of the request for arbitration or before the results have been declared final by the Match Director~ whichever comes first. If the Committee fails to render a decision within the prescribed period~ both a first and third party appellant (see Rule 11.7.1) will automatically succeed in their appeal~ and the fee will be returned.,ee662416-c0cd-4561-a542-74916bc7eac1,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,6d9ba83f-be57-459d-a134-7e58c9d24003,,11.4.1,Amount � For Level III or higher matches~ the appeal fee to enable an appellant to appeal to arbitration will be US$100.00 or the equivalent of the maximum individual match entry fee (whichever is lower)~ in local currency. The appeal fee for other matches may be set by the Match Organizers~ but must not exceed US$100 or equivalent in local currency. An appeal brought by the Range Master in respect of a match issue will not incur a fee.,1e746680-25c3-40fb-91c6-72c5214cd5bd,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,3564c5d2-f5f8-43c7-92ee-52e625467da2,,11.4.2,Disbursement � If the Committee's decision is to uphold the appeal~ the fee paid will be returned. If the Committee's decision is to deny the appeal~ the appeal fee and the decision must be forwarded to the Regional or National Range Officers Institute (RROI or NROI) in respect of Level I and II matches~ and to the International Range Officers Association (IROA) in respect of Level III and higher matches.,1e746680-25c3-40fb-91c6-72c5214cd5bd,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,636a29b7-9d5d-456d-8509-29dd040284c6,,11.5.1,Committee�s Duty and Procedure � The Committee will study the written submission and retain on behalf of the organizers the monies paid by the appellant until a decision has been reached.,43890623-9268-47e2-bff1-e48853b40ce1,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,20c3f32a-c4d1-47f7-8aaa-68b352c4a026,,11.5.2,Submissions � The Committee may require the appellant to personally give further details of the submission and may question him on any point relevant to the appeal.,43890623-9268-47e2-bff1-e48853b40ce1,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,d97b3ce8-eccd-4b17-8fdb-bca3cbdebc77,,11.5.3,Hearing � The appellant may be asked to withdraw while the Committee hears further evidence.,43890623-9268-47e2-bff1-e48853b40ce1,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,212f1d12-f2c8-4ae5-ad9f-e8b76ef23758,,11.5.4,Witnesses � The Committee may hear Match Officials as well as any other witnesses involved in the appeal. The Committee will examine all evidence submitted.,43890623-9268-47e2-bff1-e48853b40ce1,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,8616603b-722d-4c90-9369-538aaa8cc591,,11.5.5,Questions � The Committee may question witnesses and officials on any point relevant to the appeal.,43890623-9268-47e2-bff1-e48853b40ce1,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,d26ac3a7-2ed6-4fbb-a0cf-74e61db411e0,,11.5.6,Opinions � Committee members will refrain from expressing any opinion or verdict while an appeal is in progress.,43890623-9268-47e2-bff1-e48853b40ce1,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,71e5e9bc-71aa-42b9-83ff-63af3b1e607a,,11.5.7,Inspect Area � The Committee may inspect any range or area related to the appeal and require any person or official they regard as useful to the process to accompany them.,43890623-9268-47e2-bff1-e48853b40ce1,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,f96da016-71dd-4f9c-be7c-5a7d0f6bd54e,,11.5.8,Undue Influence � Any person attempting to influence the members of the Committee in any way other than evidence may be subject to disciplinary action at the discretion of the Arbitration Committee.,43890623-9268-47e2-bff1-e48853b40ce1,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,e40f721c-8578-4872-a336-18394b31b178,,11.5.9,Deliberation � When the Committee is satisfied that they are in possession of all information and evidence relevant to the appeal~ they will deliberate privately and will reach their decision by majority vote.,43890623-9268-47e2-bff1-e48853b40ce1,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,16ff1401-c95b-4437-a9d9-8bb8a9921a6d,,11.6.1,Committee Decision � When a decision is reached by the Committee~ they will summon the appellant~ the official and the Range Master to present their judgment.,2de4184e-cd46-47cd-9bff-29d1acf42a96,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,68ee06a6-39ab-4957-8317-94ca5cbaf7b2,,11.6.2,Implement Decision � It will be the responsibility of the Range Master to implement the Committee�s decision. The Range Master will post the decision in a place available to all competitors. The decision is not retroactive and will not affect any incidents prior to the decision.,2de4184e-cd46-47cd-9bff-29d1acf42a96,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,80c7aeed-728d-490f-8a39-f425139dd2e7,,11.6.3,Decision is Final � The decision of the Committee is final and may not be appealed unless~ in the opinion of the Range Master~ new evidence received after the decision~ but before the results have been declared final by the Match Director~ warrants reconsideration.,2de4184e-cd46-47cd-9bff-29d1acf42a96,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,be3a9348-e539-4d70-8f9e-4d9dee579089,,11.6.4,Minutes � Decisions of the Arbitration Committee will be recorded and will provide precedent for any similar and subsequent incident during that match.,2de4184e-cd46-47cd-9bff-29d1acf42a96,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,1b87616f-37da-4340-b14b-5efd85771fbd,,11.7.1,Appeals may also be submitted by other persons on a "third party appeal" basis. In such cases~ all provisions of this Chapter will otherwise remain in force.,f3704908-e5a1-4648-9fba-ec60069ca2fe,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,4a113cbb-8efe-4856-b3d8-11f238953d92,,11.8.1,Interpretation of these rules and regulations is the responsibility of the IPSC Executive Council.,4e70f4ea-3eff-4b62-b0f0-e8e4bd6b1fab,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,a1d03776-6544-48d6-92fd-53f07f46eb77,,11.8.2,Persons seeking clarification of any rule are required to submit their questions in writing~ either by fax~ letter or email to IPSC headquarters.,4e70f4ea-3eff-4b62-b0f0-e8e4bd6b1fab,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
RULE,866dc613-5bf4-4cc0-b174-44b1c31d02cc,,11.8.3,All rule interpretations published on the IPSC website will be deemed to be precedents and will be applied to all IPSC sanctioned matches commencing on or after 7 days from the date of publication. All such interpretations are subject to ratification or modification at the next IPSC Assembly.,4e70f4ea-3eff-4b62-b0f0-e8e4bd6b1fab,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,142a6a54-75b5-4ef3-847f-4ef5a77e0bc0,,1.1.5.1,Level I and Level II matches are not required to comply strictly with the freestyle requirements or round count limitations (see Section 1.2).,2f0ddb3c-9dab-4428-8f88-2e937cefb1fd,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,e992a9ec-23fe-488f-89fb-49a7dead3cce,,1.1.5.2,Short Courses and Classifiers may include mandatory reloads and may dictate a shooting position~ location and/or stance. When a mandatory reload is required~ it must be completed after the competitor shoots at his first target~ and before he shoots at his final target. Violations are subject to one procedural penalty.,2f0ddb3c-9dab-4428-8f88-2e937cefb1fd,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,1051f6bd-c312-48d9-ad44-2da48cdf4e99,,1.1.5.3,Short Courses and Classifiers may specify that only the weak shoulder is to be used when shooting.,2f0ddb3c-9dab-4428-8f88-2e937cefb1fd,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,19ee9a37-a59a-4ab7-91c6-5bc0157d0936,,1.1.5.4,If a written stage briefing specifies that a competitor is required to carry~ retain or grasp an object during his attempt at a course of fire~ Rule 10.2.2 will apply.,2f0ddb3c-9dab-4428-8f88-2e937cefb1fd,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,6244db46-5b3e-4e9f-b733-5a36aa61b026,,1.1.5.5,Course Designers may give competitors freedom to await the Start Signal anywhere within the boundaries of a well demarcated firing zone.,2f0ddb3c-9dab-4428-8f88-2e937cefb1fd,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,310abcbf-17be-4ae5-ad2b-67b60eda06d3,Short Courses,1.2.1.1,Must not require more than 8 rounds to complete and are restricted to a maximum of 12 scoring hits.,a94d7b6e-2332-4c13-b67d-9bab18442f6a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,4888032a-45a7-4868-ae74-ed26e87c9bce,Medium Courses,1.2.1.2,Must not require more than 16 rounds to complete and are restricted to a maximum of 24 scoring hits. Course design and construction must not require more than 8 rounds to be shot from any single location or view.,a94d7b6e-2332-4c13-b67d-9bab18442f6a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,3b3163d4-f25a-491f-971c-5efdc5c395ed,Long Courses,1.2.1.3,Must not require more than 28 rounds to complete and are restricted to a maximum of 32 scoring hits. Course design and construction must not require more than 8 rounds to be shot from any single location or view. A COF requiring 24 or more rounds must not stipulate an unloaded gun as a start condition.,a94d7b6e-2332-4c13-b67d-9bab18442f6a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,80188b98-3a92-4528-b2d8-ad629b75275c,,1.2.1.4,The approved balance for an IPSC sanctioned match is a ratio of 3 Short Courses to 2 Medium Courses to 1 Long Course (see Approved Stage Ratios in Appendix A4).,a94d7b6e-2332-4c13-b67d-9bab18442f6a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,19ae51cd-2e91-42a2-b15d-275e0d9593b3,,1.2.1.5,Empty chamber and/or empty magazine well/cylinder firearm ready conditions (see Chapter 8)~ should not be required for more than 25% of the courses of fire in a match.,a94d7b6e-2332-4c13-b67d-9bab18442f6a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,e326bf4e-d3a8-4674-b936-7853348b44a3,Classifiers,1.2.2.1,Courses of fire authorized by a Regional Director and/or IPSC~ which are available to competitors seeking a regional and/or international classification. Classifiers must be set up in accordance with these rules and be conducted strictly in accordance with the notes and diagrams accompanying them. Results must be submitted to the authorizing entity in the format required (with the applicable fees~ if any)~ in order for them to be recognized.,5aed9bcc-145a-4540-8dc2-2d880764c684,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,1e677ea4-010b-459c-8d62-4061528c5f94,,1.2.2.2,Shoot-Off � An event conducted separately from a match. Two eligible competitors simultaneously engage two identical and adjacent target arrays in a process of one or more elimination bouts (see Appendix A3). It is recommended that metal targets be used~ and that the final target for each competitor is set so that it overlaps that of the other competitor when struck down~ with the winner being the competitor whose target is on the bottom. Each target array must not exceed 8 rounds and each competitor may be required to perform a mandatory reload after shooting at his first target~ and before he shoots at his final target. Violations are subject to automatic forfeiture of the bout.,5aed9bcc-145a-4540-8dc2-2d880764c684,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,a8d4b1ff-4644-40d4-9257-31c983397c55,,1.3.3.1,Contravenes the purpose or spirit of the principles of course design; or,53776ed9-5ca2-4897-a903-b168d4f3565c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,2ad4a71f-c56c-44ae-bf70-cbffe340ca06,,1.3.3.2,Has been constructed at significant variance to the sanctioned design; or,53776ed9-5ca2-4897-a903-b168d4f3565c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,a9bf3403-bc75-4da5-93b2-4c252570b539,,1.3.3.3,Is in breach of any current IPSC Rules; or,53776ed9-5ca2-4897-a903-b168d4f3565c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,05fafc38-2b22-4435-874b-9578fb0f9535,,1.3.3.4,Is likely to bring the sport of IPSC shooting into disrepute; or,53776ed9-5ca2-4897-a903-b168d4f3565c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,1deba5aa-eb90-4121-aff3-9ea1d67884b5,,1.3.3.5,If the provisions of Rule 6.5.1.1 have not been observed.,53776ed9-5ca2-4897-a903-b168d4f3565c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,494e95bb-b205-427c-8526-d0f2f21823d3,,2.1.2.1,Subject to the direction and approval of the Regional Director~ stage(s) or range specific muzzle angles (reduced or increased) may be permitted. Violations are subject to Rule 10.5.2. Full details of the applicable angles and any conditional factors (e.g. a reduced vertical muzzle angle only applies when a finger is inside the trigger guard)~ should be published in advance of the match and must be included in the written stage briefings (also see Section 2.3).,8d228cd2-cb53-4acc-8336-49a9089f359c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
