DISCIPLINE,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83,Handgun
CHAPTER,d68b7723-d685-40d7-9b72-ecb1c638db9c,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,5bb699ac-dac3-4aba-a4f9-cba4f642c1c5,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,0dd0ecee-bb8c-494e-8720-74d5be5921a7,Course Information,3,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,3da79bf5-68ba-45f3-b983-a1274c2e59fe,Range Equipment,4,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,35bd0461-9cb3-4b77-94de-67f7f56a87af,Competitor Equipment,5,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,e7531529-0ec1-4b51-b9cc-66ec25496dbe,Match Structure,6,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,877e64c4-14e6-4844-97b3-3da3437f6bd2,Match Management,7,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,eae65a73-4038-49eb-ba91-c51fd9ca590a,The Course of Fire,8,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,e5d8a70a-cd17-432e-aa44-bbe4f91c526d,Scoring,9,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,51ee17e9-7f84-443a-9bf4-fdc4bd18f311,Penalties and Disqualifications,10,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,1c2d23c3-3dc5-455d-823e-01fafcc01921,Arbitration and Interpretation of Rules,11,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,a50bd0e4-4327-4cf0-b319-2f79c1224d74,Miscellaneous Matters,12,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,6232ab2a-1b61-480c-a3a5-a224dd2763d2,Retain Evidence,11.1.5,An appellant is required to inform the Range Master of his wish to present his appeal to the Arbitration Committee and may request that the officials retain any and all relevant documentary or other evidence pending the hearing. Audio and/or video recordings may be accepted as evidence.,810953b6-4a54-4d91-930d-d4b791ace059,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,fd07e3f0-5516-49d3-a46f-5e486d449ee1,Preparing the Appeal,11.1.6,The appellant is responsible for the preparation and delivery of the written submission~ together with the appropriate fee. Both must be submitted to the Range Master within the specified period of time.,810953b6-4a54-4d91-930d-d4b791ace059,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,4560e991-a81e-4b8d-a8eb-bb1d05442e74,,11.1.7,Match Official's Duty � Any Match Official in receipt of a request for arbitration must~ without delay~ inform the Range Master and must note the identities of all witnesses and officials involved and pass this information on to the Range Master.,810953b6-4a54-4d91-930d-d4b791ace059,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,9f51cee5-b3d1-4059-b158-937b1fa907df,,11.1.8,Match Director's Duty � Upon receiving the appeal from the Range Master~ the Match Director must convene the Arbitration Committee in a place of privacy as soon as possible.,810953b6-4a54-4d91-930d-d4b791ace059,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,70d07864-207c-4819-99fe-c72240e9c3a7,,11.1.9,Arbitration Committee's Duty � The Arbitration Committee is bound to observe and apply the current IPSC Rules and to deliver a decision consistent with those rules. Where rules require interpretation or where an incident is not specifically covered by the rules~ the Arbitration Committee will use their best judgment in the spirit of the rules.,810953b6-4a54-4d91-930d-d4b791ace059,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,9e9edebd-2668-43e8-89f3-fe1876d3286a,Level III or Higher Matches,11.2.1,The composition of the Arbitration Committee will be subject to the following rules:,13c3fb71-9975-4e11-95a4-6c518de1f343,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,132f8e7c-1a49-454d-9c8d-872502b17ab5,Level I and II Matches,11.2.2,The Match Director can appoint an Arbitration Committee of three experienced persons who are not parties to the appeal and who do not have a direct conflict of interest in the outcome of the appeal. The arbitrators should be certified Match Officials if possible. All committee members will vote. The senior Match Official~ or the senior person if there are no Match Officials~ will be the chairman.,13c3fb71-9975-4e11-95a4-6c518de1f343,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,f58f3ac1-ebfc-4984-9813-0d8207e315da,,11.3.1,Time Limit for Appeal to Arbitration � Written appeals to arbitration must be submitted to the Range Master on the appropriate form~ accompanied by the applicable fee~ within one hour of the time of the disputed call as recorded by Match Officials. Failure to comply will render the appeal invalid~ and no further action will be taken. The Range Master must~ on the appeal form~ immediately record the time and date he received the appeal.,01951d85-1609-45d5-a49f-c7c762b4ff1b,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,9046516c-bf49-4c0f-9f9a-05add31e78d1,,11.3.2,Decision Time Limit � The Committee must reach a decision within 24 hours of the request for arbitration or before the results have been declared final by the Match Director~ whichever comes first. If the Committee fails to render a decision within the prescribed period~ both a first and third party appellant (see Rule 11.7.1) will automatically succeed in their appeal~ and the fee will be returned.,01951d85-1609-45d5-a49f-c7c762b4ff1b,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,067e4727-e073-46ad-b84a-464d3cb5a98c,,11.4.1,Amount � For Level III or higher matches~ the appeal fee to enable an appellant to appeal to arbitration will be US$100.00 or the equivalent of the maximum individual match entry fee (whichever is lower)~ in local currency. The appeal fee for other matches may be set by the Match Organizers~ but must not exceed US$100 or equivalent in local currency. An appeal brought by the Range Master in respect of a match issue will not incur a fee.,c9ff22be-1224-4f06-8777-cf1ec0837724,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,434ec970-f182-479c-98e6-2280b4dcdc40,,11.4.2,Disbursement � If the Committee's decision is to uphold the appeal~ the fee paid will be returned. If the Committee's decision is to deny the appeal~ the appeal fee and the decision must be forwarded to the Regional or National Range Officers Institute (RROI or NROI) in respect of Level I and II matches~ and to the International Range Officers Association (IROA) in respect of Level III and higher matches.,c9ff22be-1224-4f06-8777-cf1ec0837724,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,2252c707-6933-40b4-9e26-2cbb39894049,,11.5.1,Committee's Duty and Procedure � The Committee will study the written submission and retain on behalf of the organizers the monies paid by the appellant until a decision has been reached.,7b43a6c2-4869-4958-80b4-72d438c898e9,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,640498c7-f5fc-4257-b748-4b282fa81765,,11.5.2,Submissions � The Committee may require the appellant to personally give further details of the submission and may question him on any point relevant to the appeal.,7b43a6c2-4869-4958-80b4-72d438c898e9,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,195f61e3-f2e1-46eb-9a83-83bb3179cd9d,,11.5.3,Hearing � The appellant may be asked to withdraw while the Committee hears further evidence.,7b43a6c2-4869-4958-80b4-72d438c898e9,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,ad87be91-c647-4b9a-9ea3-04abcbe41292,,11.5.4,Witnesses � The Committee may hear Match Officials as well as any other witnesses involved in the appeal. The Committee will examine all evidence submitted.,7b43a6c2-4869-4958-80b4-72d438c898e9,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,ae59e8ae-82c5-4936-8da4-e5c01ec1fd02,,11.5.5,Questions � The Committee may question witnesses and officials on any point relevant to the appeal.,7b43a6c2-4869-4958-80b4-72d438c898e9,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,14ec70b0-fe78-4978-83c3-bbd6e5a19a6d,,11.5.6,Opinions � Committee members will refrain from expressing any opinion or verdict while an appeal is in progress.,7b43a6c2-4869-4958-80b4-72d438c898e9,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,ffd3815b-22d9-41b5-8552-aa525cccd6fe,,11.5.7,Inspect Area � The Committee may inspect any range or area related to the appeal and require any person or official they regard as useful to the process to accompany them.,7b43a6c2-4869-4958-80b4-72d438c898e9,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,3bc8612b-0ba1-4a47-a49b-6ce75f823763,,11.5.8,Undue Influence � Any person attempting to influence the members of the Committee in any way other than evidence may be subject to disciplinary action at the discretion of the Arbitration Committee.,7b43a6c2-4869-4958-80b4-72d438c898e9,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,a4e506a0-5a78-426a-b7d0-e637bf72f22c,,11.5.9,Deliberation � When the Committee is satisfied that they are in possession of all information and evidence relevant to the appeal~ they will deliberate privately and will reach their decision by majority vote.,7b43a6c2-4869-4958-80b4-72d438c898e9,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,c1b194be-97ef-44a2-a6c3-fd94e521c95e,,11.6.1,Committee Decision � When a decision is reached by the Committee~ they will summon the appellant~ the official and the Range Master to present their judgment.,2228929e-355d-434f-abbd-2e73598511c2,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,13162f6b-34c8-471b-aceb-b05860652542,,11.6.2,Implement Decision � It will be the responsibility of the Range Master to implement the Committee's decision. The Range Master will post the decision in a place available to all competitors. The decision is not retroactive and will not affect any incidents prior to the decision.,2228929e-355d-434f-abbd-2e73598511c2,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,805916ca-cd22-4364-9801-7405e53bc409,,11.6.3,Decision is Final � The decision of the Committee is final and may not be appealed unless~ in the opinion of the Range Master~ new evidence received after the decision~ but before the results have been declared final by the Match Director~ warrants reconsideration.,2228929e-355d-434f-abbd-2e73598511c2,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,18e0f32a-50bf-4480-a7f2-b9bce2fff9cd,,11.6.4,Minutes � Decisions of the Arbitration Committee will be recorded and will provide precedent for any similar and subsequent incident during that match.,2228929e-355d-434f-abbd-2e73598511c2,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,47e67b0a-e53b-47ea-a496-d9e93cfdec57,,11.7.1,Appeals may also be submitted by other persons on a "third party appeal" basis. In such cases~ all provisions of this Chapter will otherwise remain in force.,bca0d96e-201e-400f-8cb0-e85ad3b60f92,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,d4489e5d-e1ec-4146-a427-ab0db336f68d,,11.8.1,Interpretation of these rules and regulations is the responsibility of the IPSC Executive Council.,e4d83dfc-a1c7-47b4-a3e6-07e37751d5ea,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,4eb42eeb-fd76-443b-be08-5536973cd73d,,11.8.2,Persons seeking clarification of any rule are required to submit their questions in writing~ either by fax~ letter or email to IPSC headquarters.,e4d83dfc-a1c7-47b4-a3e6-07e37751d5ea,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
RULE,6e3d83c7-fa0c-42e7-93ac-086fb522e748,,11.8.3,All rule interpretations published on the IPSC website will be deemed to be precedents and will be applied to all IPSC sanctioned matches commencing on or after 7 days from the date of publication. All such interpretations are subject to ratification or modification at the next IPSC Assembly.,e4d83dfc-a1c7-47b4-a3e6-07e37751d5ea,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,88d0f79b-3ad3-4140-941b-b264db687679,,1.1.5.1,Level I and Level II matches are not required to comply strictly with the freestyle requirements or round count limitations (see Section 1.2).,ad686a43-6891-4685-9cdf-1aae359033fd,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,42f5f4c2-3e75-4bd1-8a4b-96ca54ddd8d0,,1.1.5.2,Short Courses and Classifiers may include mandatory reloads and may dictate a shooting position~ location and/or stance. When a mandatory reload is required~ it must be completed after the competitor shoots at his first target~ and before he shoots at his final target. Violations are subject to one procedural penalty.,ad686a43-6891-4685-9cdf-1aae359033fd,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,11e4a1d0-5e3e-4e27-8739-1db04ebc31aa,,1.1.5.3,General Courses and Classifiers may specify shooting strong hand or weak hand only without the need to enforce compliance using physical means (e.g. hook-and-loop fasteners etc.). The specified hand must be used exclusively from the point stipulated for the remainder of the stage.,ad686a43-6891-4685-9cdf-1aae359033fd,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,9ac1b63c-224d-4842-9825-87c7b4e5ad2a,,1.1.5.4,If a written stage briefing specifies strong or weak hand only~ Rule 10.2.8 will apply. If a competitor is merely required to carry~ retain or grasp an object during his attempt at a course of fire~ Rule 10.2.2 will apply.,ad686a43-6891-4685-9cdf-1aae359033fd,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,15ec1851-fcde-43d1-84f7-04ab0d7b501f,,1.1.5.5,Course Designers may give competitors freedom to await the Start Signal anywhere within the boundaries of a well demarcated firing zone.,ad686a43-6891-4685-9cdf-1aae359033fd,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,d0cd375f-a9fb-4b7a-8bc3-682f3852655f,Short Courses,1.2.1.1,Must not require more than 12 rounds to complete. Course design and construction must not require more than 9 scoring hits from any single location or view.,7b16ca1f-7180-4bfe-99a5-42bde0687e80,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,441ddeee-fe48-4e5d-a07e-328e58fe038c,Medium Courses,1.2.1.2,Must not require more than 24 rounds to complete. Course design and construction must not require more than 9 scoring hits from any single location or view~ nor allow a competitor to shoot all targets in the course of fire from any single location or view.,7b16ca1f-7180-4bfe-99a5-42bde0687e80,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,0d4c3590-89c7-46bc-85b1-9ab761bbe79d,Long Courses,1.2.1.3,Must not require more than 32 rounds to complete. Course design and construction must not require more than 9 scoring hits from any single location or view~ nor allow a competitor to shoot all targets in the course of fire from any single location or view.,7b16ca1f-7180-4bfe-99a5-42bde0687e80,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,f7151a07-4635-47be-9dcd-10c635d8c8ac,,1.2.1.4,The approved balance for an IPSC sanctioned match is a ratio of 3 Short Courses to 2 Medium Courses to 1 Long Course (see Approved Stage Ratios in Appendix A4).,7b16ca1f-7180-4bfe-99a5-42bde0687e80,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,491b70e7-09aa-4eed-8895-c187abe16782,,1.2.1.5,Empty chamber and/or empty magazine well/cylinder handgun ready conditions (see Chapter 8)~ should not be required for more than 25% of the courses of fire in a match.,7b16ca1f-7180-4bfe-99a5-42bde0687e80,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,86e4aadc-79e5-4537-9249-c54e3f0e1664,Classifiers,1.2.2.1,Courses of fire authorized by a Regional Director and/or IPSC~ which are available to competitors seeking a regional and/or international classification. Classifiers must be set up in accordance with these rules and be conducted strictly in accordance with the notes and diagrams accompanying them. Results must be submitted to the authorizing entity in the format required (with the applicable fees~ if any)~ in order for them to be recognized.,9d284ca3-d54c-41ad-98eb-ba7df512d216,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,089d6b4b-67a0-48f9-b3a1-ab049395ed68,,1.2.2.2,Shoot-Off � An event conducted separately from a match. Two eligible competitors simultaneously engage two identical and adjacent target arrays in a process of one or more elimination bouts (see Appendix A3). It is recommended that metal targets be used~ and that the final target for each competitor is set so that it overlaps that of the other competitor when struck down~ with the winner being the competitor whose target is on the bottom. Each target array must not exceed 12 rounds and each competitor must perform a mandatory reload after shooting at his first target~ and before he shoots at his final target. Violations are subject to automatic forfeiture of the bout.,9d284ca3-d54c-41ad-98eb-ba7df512d216,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,1b826ce4-3ba5-491a-b5ec-e30e75b04180,,1.3.3.1,Contravenes the purpose or spirit of the principles of course design; or,409d3095-2aa2-4627-bf7e-7aae6690ab81,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,175fca66-c83d-4ae4-9e9a-0e4656b55ab0,,1.3.3.2,Has been constructed at significant variance to the sanctioned design; or,409d3095-2aa2-4627-bf7e-7aae6690ab81,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,e2f1e37a-0f43-40e4-904f-aff09836a82d,,1.3.3.3,Is in breach of any current IPSC Rules; or,409d3095-2aa2-4627-bf7e-7aae6690ab81,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,cb918a0a-a22a-40ce-933d-b743a1d4348d,,1.3.3.4,Is likely to bring the sport of IPSC shooting into disrepute; or,409d3095-2aa2-4627-bf7e-7aae6690ab81,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,12bb3869-2d97-4f20-a919-1dc7360c3221,,1.3.3.5,If the provisions of Rule 6.5.1.1 have not been observed.,409d3095-2aa2-4627-bf7e-7aae6690ab81,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,028267ea-2d1b-4aee-a3ff-9e7d648ce6b3,,2.1.2.1,Subject to the direction and approval of the Regional Director~ stage(s) or range specific muzzle angles (reduced or increased) may be permitted. Violations are subject to Rule 10.5.2. Full details of the applicable angles and any conditional factors (e.g. a reduced vertical muzzle angle only applies when a finger is inside the trigger guard)~ should be published in advance of the match and must be included in the written stage briefings (also see Section 2.3).,1c26c91a-274f-4fde-8c9d-af83624f6c4a,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,6db220e7-aba9-4c9a-aba2-55cf1b8544f1,,2.1.8.1,Target placement should be clearly marked on the target stands for target replacement and target stands should be securely fixed or their locations should be clearly marked on the range surface to ensure consistency throughout the entire match. Furthermore~ target types should be specified and identified on the target frames or stands prior to the start of the match to ensure that a scoring target is not interchanged with a no-shoot after the match has commenced.,2dae89c3-e217-4f90-8494-5f4bfa23a983,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,b78a96d6-a4c0-4881-97f2-2c2072f79981,,2.1.8.2,When paper and metal targets are used in close proximity in a course of fire~ care must be taken to,2dae89c3-e217-4f90-8494-5f4bfa23a983,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
