DISCIPLINE,3700a212-379c-481f-8f83-411e39ef933e,Rifle
CHAPTER,0997cc5b-cd44-4538-8e8f-ceecb847e225,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,3364ea61-7afa-47d4-8a74-097dcda9782d,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,1510b2a4-c144-4b89-8738-99db16ed0645,Course Information,3,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,ed8f1157-49a5-4818-a070-d0382b5295fd,Range Equipment,4,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,66f3c913-adfa-4e0a-8b9d-34acc3fdaaed,Competitor Equipment,5,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,a78afaff-fb32-4bd0-b4ca-adc0d4337ffb,Match Structure,6,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,bcd268aa-65a3-48c4-96ba-b7bd784767d8,Match Management,7,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,71474aaf-f746-4dc2-9bce-f2a68650bf00,The Course of Fire,8,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,37751464-065d-44d3-b43b-5f0c09f3e5be,Scoring,9,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,6e8abd5c-7085-46cf-8413-964c5c31da97,Penalties and Disqualifications,10,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,59a57a35-9fb6-40f7-98fe-a7c57fdbfc87,Arbitration and Interpretation of Rules,11,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,2b864bac-666b-40d4-972d-c115293937cb,Miscellaneous Matters,12,,3700a212-379c-481f-8f83-411e39ef933e
RULE,adf58d79-32b5-4265-ac54-4f03aaefb3bb,Level III or Higher Matches,11.2.1,The composition of an Arbitration Committee will be subject to the following rules:,ebb366b2-06dc-4fb3-a2b5-ffd35ccd1cab,3700a212-379c-481f-8f83-411e39ef933e
RULE,50b4e312-1fb5-470d-83ab-e54d3a68359d,Level I and II Matches,11.2.2,The Match Director can appoint an Arbitration Committee of three experienced persons who are not parties to the appeal and who do not have a direct conflict of interest in the outcome of the appeal. The arbitrators should be certified Match Officials if possible. All committee members will vote. The senior Match Official~ or the senior person if there are no Match Officials~ will be the chairman.,ebb366b2-06dc-4fb3-a2b5-ffd35ccd1cab,3700a212-379c-481f-8f83-411e39ef933e
RULE,4a8161f3-7120-4ec1-93d0-86f3ca936b9d,,11.3.1,Time Limit for Appeal to Arbitration � Written appeals to arbitration must be submitted to the Range Master on the appropriate form~ accompanied by the applicable fee~ within one hour of the time of the disputed call as recorded by Match Officials. Failure to comply will render the appeal invalid~ and no further action will be taken. The Range Master must~ on the appeal form~ immediately record the time and date he received the appeal.,d8555ac3-f6b4-418e-b1b1-e7418aa1ab8a,3700a212-379c-481f-8f83-411e39ef933e
RULE,4244f228-7bbf-4963-b23f-cf457ef538df,,11.3.2,Decision Time Limit � The Committee must reach a decision within 24 hours of the request for arbitration or before the results have been declared final by the Match Director~ whichever comes first. If the Committee fails to render a decision within the prescribed period~ both a first and third party appellant (see Rule 11.7.1) will automatically succeed in their appeal~ and the fee will be returned.,d8555ac3-f6b4-418e-b1b1-e7418aa1ab8a,3700a212-379c-481f-8f83-411e39ef933e
RULE,bface702-0324-4c54-9f37-98aa9fde3e00,,11.4.1,Amount � For Level III or higher matches~ the appeal fee to enable an appellant to appeal to arbitration will be US$100.00 or the equivalent of the maximum individual match entry fee (whichever is lower)~ in local currency. The appeal fee for other matches may be set by the Match Organizers~ but must not exceed US$100 or equivalent in local currency. An appeal brought by the Range Master in respect of a match issue will not incur a fee.,561833a9-7734-4d11-ad62-15db13556841,3700a212-379c-481f-8f83-411e39ef933e
RULE,18c7e196-2146-4424-8a13-54f6b6bd0b84,,11.4.2,Disbursement � If the Committee's decision is to uphold the appeal~ the fee paid will be returned. If the Committee's decision is to deny the appeal~ the appeal fee and the decision must be forwarded to the Regional or National Range Officers Institute (RROI or NROI) in respect of Level I and II matches~ and to the International Range Officers Association (IROA) in respect of Level III and higher matches.,561833a9-7734-4d11-ad62-15db13556841,3700a212-379c-481f-8f83-411e39ef933e
RULE,c46591bf-22c5-4ab2-9ebe-d79e5948fcf7,,11.5.1,Committee�s Duty and Procedure � The Committee will study the written submission and retain on behalf of the organizers the monies paid by the appellant until a decision has been reached.,33f7ea78-8870-43e7-b899-35da1f0c919c,3700a212-379c-481f-8f83-411e39ef933e
RULE,d4b2618e-b308-45ed-9bae-d682c0a10cf0,,11.5.2,Submissions � The Committee may require the appellant to personally give further details of the submission and may question him on any point relevant to the appeal.,33f7ea78-8870-43e7-b899-35da1f0c919c,3700a212-379c-481f-8f83-411e39ef933e
RULE,524b550e-4230-4141-8cf6-a7770b292e68,,11.5.3,Hearing � The appellant may be asked to withdraw while the Committee hears further evidence.,33f7ea78-8870-43e7-b899-35da1f0c919c,3700a212-379c-481f-8f83-411e39ef933e
RULE,96fa7a77-590e-4382-ba7f-1727a5575af4,,11.5.4,Witnesses � The Committee may hear Match Officials as well as any other witnesses involved in the appeal. The Committee will examine all evidence submitted.,33f7ea78-8870-43e7-b899-35da1f0c919c,3700a212-379c-481f-8f83-411e39ef933e
RULE,d7de5159-699b-48e3-8e11-3d050303d985,,11.5.5,Questions � The Committee may question witnesses and officials on any point relevant to the appeal.,33f7ea78-8870-43e7-b899-35da1f0c919c,3700a212-379c-481f-8f83-411e39ef933e
RULE,6f45272f-329a-41c3-9198-113df645b367,,11.5.6,Opinions � Committee members will refrain from expressing any opinion or verdict while an appeal is in progress.,33f7ea78-8870-43e7-b899-35da1f0c919c,3700a212-379c-481f-8f83-411e39ef933e
RULE,c12df333-54ac-4818-bd2f-c07beb9e8b77,,11.5.7,Inspect Area � The Committee may inspect any range or area related to the appeal and require any person or official they regard as useful to the process to accompany them.,33f7ea78-8870-43e7-b899-35da1f0c919c,3700a212-379c-481f-8f83-411e39ef933e
RULE,1b2f7218-66c3-41d5-b358-42e352aff264,,11.5.8,Undue Influence � Any person attempting to influence the members of the Committee in any way other than evidence may be subject to disciplinary action at the discretion of the Arbitration Committee.,33f7ea78-8870-43e7-b899-35da1f0c919c,3700a212-379c-481f-8f83-411e39ef933e
RULE,12529065-aa48-49e6-ad2c-838a8ac88b88,,11.5.9,Deliberation � When the Committee is satisfied that they are in possession of all information and evidence relevant to the appeal~ they will deliberate privately and will reach their decision by majority vote.,33f7ea78-8870-43e7-b899-35da1f0c919c,3700a212-379c-481f-8f83-411e39ef933e
RULE,f1d2d4aa-5232-4538-baa1-f3e5c0d62e0f,,11.6.1,Committee Decision � When a decision is reached by the Committee~ they will summon the appellant~ the official and the Range Master to present their judgment.,4ec944e5-97e9-4cd0-afc2-9d7611880d4f,3700a212-379c-481f-8f83-411e39ef933e
RULE,2344a0e3-39a2-4b7d-bea0-eb68612ab591,,11.6.2,Implement Decision � It will be the responsibility of the Range Master to implement the Committee�s decision. The Range Master will post the decision in a place available to all competitors. The decision is not retroactive and will not affect any incidents prior to the decision.,4ec944e5-97e9-4cd0-afc2-9d7611880d4f,3700a212-379c-481f-8f83-411e39ef933e
RULE,3be407c7-2025-467c-9c66-f7912db0b0bd,,11.6.3,Decision is Final � The decision of the Committee is final and may not be appealed unless~ in the opinion of the Range Master~ new evidence received after the decision~ but before the results have been declared final by the Match Director~ warrants reconsideration.,4ec944e5-97e9-4cd0-afc2-9d7611880d4f,3700a212-379c-481f-8f83-411e39ef933e
RULE,55076ed2-8ec7-45ba-9842-1d5f316b32c6,,11.6.4,Minutes � Decisions of the Arbitration Committee will be recorded and will provide precedent for any similar and subsequent incident during that match.,4ec944e5-97e9-4cd0-afc2-9d7611880d4f,3700a212-379c-481f-8f83-411e39ef933e
RULE,f2744ca0-296f-419f-9b8f-871f8aaa5559,,11.7.1,Appeals may also be submitted by other persons on a "third party appeal" basis. In such cases~ all provisions of this Chapter will otherwise remain in force.,8a883f30-3e27-4a29-b3a4-a996e957bd83,3700a212-379c-481f-8f83-411e39ef933e
RULE,3684e9f6-d47a-4ca5-8ace-a607f0d97def,,11.8.1,Interpretation of these rules and regulations is the responsibility of the IPSC Executive Council.,82bbfa91-8025-48d5-86bc-a25e3cb040ad,3700a212-379c-481f-8f83-411e39ef933e
RULE,dfb9cdb3-d8aa-4c6b-9d2a-957ac1fa7a80,,11.8.2,Persons seeking clarification of any rule are required to submit their questions in writing~ either by fax~ letter or email to IPSC headquarters.,82bbfa91-8025-48d5-86bc-a25e3cb040ad,3700a212-379c-481f-8f83-411e39ef933e
RULE,b40ec003-e61f-414b-8fb2-3b4d36fd0c6f,,11.8.3,All rule interpretations published on the IPSC website will be deemed to be precedents and will be applied to all IPSC sanctioned matches commencing on or after 7 days from the date of publication. All such interpretations are subject to ratification or modification at the next IPSC Assembly.,82bbfa91-8025-48d5-86bc-a25e3cb040ad,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,321ede95-ad97-4957-9287-c2dd0f85c071,,1.1.5.1,Level I and Level II matches are not required to comply strictly with the freestyle requirements or round count limitations (see Section 1.2).,e2c2f47a-1ae2-4005-be05-77a747bd2d82,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,9ebb48e7-66c4-42e4-8611-d119ded871a7,,1.1.5.2,Short Courses and Classifiers may include mandatory reloads and may dictate a shooting position~ location and/or stance. When a mandatory reload is required~ it must be completed after the competitor shoots at his first target~ and before he shoots at his final target. Violations are subject to one procedural penalty.,e2c2f47a-1ae2-4005-be05-77a747bd2d82,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,07875420-c211-4776-a8c7-d39f1a912bc3,,1.1.5.3,General Courses and Classifiers may not specify that the weak shoulder is to be used when shooting.,e2c2f47a-1ae2-4005-be05-77a747bd2d82,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,efe3b27c-9655-458c-bf9d-f55a0f004803,,1.1.5.4,If a written stage briefing specifies that a competitor is required to carry~ retain or grasp an object during his attempt at a course of fire~ Rule 10.2.2 will apply.,e2c2f47a-1ae2-4005-be05-77a747bd2d82,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,a1667d6f-72b0-4a70-9940-3a4903a05197,,1.1.5.5,Course Designers may give competitors freedom to await the Start Signal anywhere within the boundaries of a well demarcated firing zone.,e2c2f47a-1ae2-4005-be05-77a747bd2d82,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,643d9bb8-3de6-4ebe-8560-a54bcf258df5,Short Courses,1.2.1.1,Must not require more than 5 rounds to complete for Manual Action Divisions~ and 10 rounds for Semi Auto Divisions. If 2 hits per paper target are required~ the number of rounds is increased to 10.,a8224d8e-37ea-4bca-92e6-d54fd1d9f73c,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,8a1901a5-06a5-47fc-836d-6f86fff64a4e,Medium Courses,1.2.1.2,Must not require more than 10 rounds to complete. Course design and construction must normally not require more than 5 scoring targets to be shot from any single location or view~ nor allow a competitor to shoot all targets in the course of fire from any single location or view. With a minimum distance of 100 meters it can be required to shoot 8 scoring targets from a single location or view. If 2 hits per paper target are required~ the number of maximum rounds to complete is increased to 20 and the maximum number of scoring hits from any single location or view is increased to 10 (16 for targets placed at more than 100 meters distance).,a8224d8e-37ea-4bca-92e6-d54fd1d9f73c,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,72a13bb0-d8f1-4d2a-82b0-258cfd51469b,Long Courses,1.2.1.3,Must not require more than 20 rounds to complete. Course design and construction must normally not require more than 5 scoring targets to be shot from any single location or view~ nor allow a competitor to shoot all targets in the course of fire from any single location or view. With a minimum distance of 100 meters it can be required to shoot 8 scoring targets from a single location or view. If 2 hits per paper target are required~ the number of maximum rounds to complete is increased to 40 and the maximum number of scoring hits from any single location or view is increased to 10 (16 for targets placed at more than 100 meters distance).,a8224d8e-37ea-4bca-92e6-d54fd1d9f73c,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,bd09d54f-ec89-4a9b-8b64-9e32ddac2c63,,1.2.1.4,The approved balance for an IPSC sanctioned match is a ratio of 3 Short Courses to 2 Medium Courses to 1 Long Course (see Approved Stage Ratios in Appendix A4).,a8224d8e-37ea-4bca-92e6-d54fd1d9f73c,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,4844f287-e640-494a-9938-e2b91cb2f818,,1.2.1.5,Option 2 and/or Option 3 rifle ready conditions (see Chapter 8)~ should not be required for more than 25% of the courses of fire in a match.,a8224d8e-37ea-4bca-92e6-d54fd1d9f73c,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,964501ee-8959-46f7-8ac2-5941ea615ccb,,1.2.1.6,The recommended balance for an IPSC Rifle match with regards to target distance is: 30% of all targets to be less than 60 meters~ 50% to be between 60 and 150 meters and 20% to be between 150 and 300 meters.,a8224d8e-37ea-4bca-92e6-d54fd1d9f73c,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,4a75c2a7-f01b-4c0e-9296-3e277b7606b7,Classifiers,1.2.2.1,Courses of fire authorized by a Regional Director and/or IPSC~ which are available to competitors seeking a regional and/or international classification. Classifiers must be set up in accordance with these rules and be conducted strictly in accordance with the notes and diagrams accompanying them. Results must be submitted to the authorizing entity in the format required (with the applicable fees~ if any)~ in order for them to be recognized.,879ca440-5a57-476e-b142-965bf5e9c059,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,525b4d10-b8b8-4ba5-9a29-cad9a2fb9515,,1.2.2.2,Shoot-Off � An event conducted separately from a match. Two eligible competitors simultaneously engage two identical and adjacent target arrays in a process of one or more elimination bouts (see Appendix A3). It is recommended that metal targets be used~ and that the final target for each competitor is set so that it overlaps that of the other competitor when struck down~ with the winner being the competitor whose target is on the bottom. Each target array must not exceed 6 rounds for Manual Action Divisions~ and 12 rounds for Semi Auto Divisions and each competitor may be required to perform a mandatory reload after shooting at his first target~ and before he shoots at his final target. Violations are subject to automatic forfeiture of the bout.,879ca440-5a57-476e-b142-965bf5e9c059,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,5f98539c-a7b7-43d0-8696-a00f722dd697,,1.3.3.1,Contravenes the purpose or spirit of the principles of course design; or,a6587ba8-0801-4301-8f2c-521d4531955e,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,6cc879d7-0a51-4c5e-9e97-f7943c047629,,1.3.3.2,Has been constructed at significant variance to the sanctioned design; or,a6587ba8-0801-4301-8f2c-521d4531955e,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,115430eb-aafb-4524-a8e0-a5d553704d2b,,1.3.3.3,Is in breach of any current IPSC Rules; or,a6587ba8-0801-4301-8f2c-521d4531955e,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,230e478c-72f3-45a3-a167-cb22e7d74d49,,1.3.3.4,Is likely to bring the sport of IPSC shooting into disrepute; or,a6587ba8-0801-4301-8f2c-521d4531955e,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,b53cbb55-8ca8-4460-95a5-dc6220b10090,,1.3.3.5,If the provisions of Rule 6.5.1.1 have not been observed.,a6587ba8-0801-4301-8f2c-521d4531955e,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,6383a1e4-eef2-42ce-b180-304538aeea6c,,2.1.2.1,Subject to the direction and approval of the Regional Director~ stage(s) or range specific muzzle angles (reduced or increased) may be permitted. Violations are subject to Rule 10.5.2. Full details of the applicable angles and any conditional factors (e.g. a reduced vertical muzzle angle only applies when a finger is inside the trigger guard)~ should be published in advance of the match and must be included in the written stage briefings (also see Section 2.3).,25e853d0-f1b5-47b0-88dc-7de2dec37be5,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,fee0b58d-f29b-428e-846c-29b9d31cf75b,,2.1.8.1,Target placement should be clearly marked on the target stands for target replacement and target stands should be securely fixed or their locations should be clearly marked on the range surface to ensure consistency throughout the entire match. Furthermore~ target types should be specified and identified on the target frames or stands prior to the start of the match to ensure that a scoring target is not interchanged with a no-shoot after the match has commenced.,0e5a6c92-19e9-4239-857d-8c959486c002,3700a212-379c-481f-8f83-411e39ef933e
